key,NOME_UF,CODIGO_UF,xcoord,ycoord,area_perimeter_area,area_perimeter_perimeter
gojandaia,go,52.0,-50.1818386507281,-17.0912726122884,0.073248706469883,1.71825417894813
gojaragu,go,52.0,-49.3866894335064,-15.7016122504743,0.155973655853529,2.31933362495656
gojata,go,52.0,-51.7314128115795,-17.9093139376151,0.611674762777511,5.53080652341334
gojaupaci,go,52.0,-51.0576771622784,-16.1896210351113,0.0446806129278912,1.11683324760797
gojespolis,go,52.0,-49.4104179474619,-15.9618849764448,0.0098019939637197,0.485653112392508
gojovinia,go,52.0,-49.6160983331906,-17.7927843716152,0.0386658328774843,1.47942744760083
gojussara,go,52.0,-51.3288630086308,-15.5825628285963,0.344792668130992,5.20737719965913
golagoasanta,go,52.0,-51.2839549115827,-19.1830888338362,0.0393427288042858,1.08421069386607
goleopoldodebulhes,go,52.0,-48.8913586531633,-16.5654018517583,0.0419830179138785,1.28400146249074
goluzinia,go,52.0,-47.9917767448616,-16.4813643014289,0.335201935803354,3.465935681661
gomairipotaba,go,52.0,-49.4578304178036,-17.2988799766575,0.0396417320202431,1.42873587743862
gomamba,go,52.0,-46.0679828043084,-14.4118669889078,0.0737847276847674,1.56396039869466
gomararosa,go,52.0,-49.39366912318,-13.994722441691,0.142573202967526,3.25745907424211
gomarzago,go,52.0,-48.6896363982065,-17.9825159644655,0.0194401647116251,0.712583915993832
gomatrinch,go,52.0,-50.7742685070793,-15.3769713562131,0.0968536661238772,2.62907923742252
gomaurilndia,go,52.0,-50.3643296265927,-18.0366499173327,0.0336615163426472,1.00951538013577
gomimosodegois,go,52.0,-48.3080341423831,-15.0166596094039,0.116545209306651,2.14082023327519
gominau,go,52.0,-48.34854578876,-13.4983699167469,0.238875410394485,3.36147722784189
gomineiros,go,52.0,-52.7667441912671,-17.6308703106182,0.771359330370558,8.82861605679131
gomoipor,go,52.0,-50.7705399363657,-16.5073329266672,0.0389471929269689,1.40566615821195
gomontealegredegois,go,52.0,-46.9230461316747,-13.294168440221,0.260174420657677,3.272480213357
gomontesclarosdegois,go,52.0,-51.5785907785074,-15.9140750558878,0.244687048606806,3.38168317058153
gomontividiu,go,52.0,-51.190098557896,-17.3175692548639,0.15949759524932,2.49753542878074
gomontividiudonorte,go,52.0,-48.7312924160917,-13.1461856357849,0.111074005880994,2.20292937797485
gomorrinhos,go,52.0,-49.1286962766233,-17.7742427997068,0.242486182337302,2.71498813116892
gomorroagudodegois,go,52.0,-50.0114877174827,-15.3105694182698,0.0238241424258376,0.853135730489233
gomossmedes,go,52.0,-50.1579007958593,-16.1618163884409,0.0577443938028637,1.40750677354003
gomozarlndia,go,52.0,-50.5867566974969,-14.8422461468935,0.145470722941639,2.29141577538828
gomundonovo,go,52.0,-50.2029516930398,-13.7983313156644,0.179339138590024,2.33786266498398
gomutunpolis,go,52.0,-49.3086675315281,-13.7065680365933,0.0725390031553275,1.95970578210376
gonazrio,go,52.0,-49.8468438189032,-16.5835750699777,0.0231816511671354,0.797205305007548
gonerpolis,go,52.0,-49.186021424612,-16.4260292952131,0.0172427632871859,0.684976261370557
goniquelndia,go,52.0,-48.4013211098787,-14.4981857938105,0.825333534917888,5.40479190262033
gonovaamrica,go,52.0,-49.9341302493076,-15.0446333226014,0.0178080622880543,0.75890842067721
gonovaaurora,go,52.0,-48.2952957520805,-18.0980101029613,0.0259001392932987,1.09354059818842
gonovacrixs,go,52.0,-50.5613072977465,-14.133525029666,0.610982948853064,4.88910630138277
gonovaglria,go,52.0,-49.5078789725307,-15.0772341301525,0.0347335689059491,1.11682194292035
gonovaiguaudegois,go,52.0,-49.2876925071351,-14.310859374848,0.0525949407058306,1.39715903106061
gonovaroma,go,52.0,-47.0104267372214,-13.8002603240415,0.178662394486139,2.33306153615982
gonovaveneza,go,52.0,-49.3086545871026,-16.3577288532853,0.010508815587059,0.563859499415924
gonovobrasil,go,52.0,-50.6454438889633,-16.0542219554468,0.0550398924968363,1.29862028084249
gonovogama,go,52.0,-48.0755190807028,-16.124979151319,0.0162405867912412,0.509008951747444
gonovoplanalto,go,52.0,-49.7279952155991,-13.2505853803084,0.103713378357554,2.10288400158286
goorizona,go,52.0,-48.1949857247452,-17.0074714688985,0.167584523352048,2.03857175043507
goouroverdedegois,go,52.0,-49.2199832300471,-16.2546738261661,0.0176875224360629,0.703735725657973
goouvidor,go,52.0,-47.7467343663225,-18.2190268151937,0.035285721791297,1.01392867547308
gopadrebernardo,go,52.0,-48.3049935212955,-15.3605910139379,0.2641761028666,2.94206001695009
gopalestinadegois,go,52.0,-51.4405321984696,-16.7039277008824,0.111916108363403,1.83117506738477
gopalmeirasdegois,go,52.0,-49.9453516579621,-16.8085177469671,0.130567747801138,2.04244246574791
gopalmelo,go,52.0,-48.3963095938242,-17.3058290599847,0.0048828293681708,0.369696411085219
gopalminpolis,go,52.0,-50.1946837641558,-16.8194643259704,0.0328580145009028,0.821328947520009
gopanam,go,52.0,-49.4023990578446,-18.2036970400636,0.0369467659807015,1.13189764972612
goparanaiguara,go,52.0,-50.6234959244279,-18.8080434957221,0.0987768245751113,1.78451148789592
goparana,go,52.0,-50.6374899696104,-17.0461836845164,0.321163578166647,3.52836672791294
goperolndia,go,52.0,-52.2243258468024,-17.493837364462,0.0876813682174884,1.82130084053727
gopetrolinadegois,go,52.0,-49.3135213767815,-16.1116646071696,0.0456507999367659,1.11880380771758
gopilardegois,go,52.0,-49.5211778436835,-14.5867861491466,0.076269292151494,2.68841240313178
gopiracanjuba,go,52.0,-48.9922376284749,-17.3284368214893,0.204532011868139,2.64846593815892
gopiranhas,go,52.0,-51.8415352896621,-16.4137777541516,0.173192030001985,2.30667154897548
gopirenpolis,go,52.0,-49.0108577621169,-15.8084470298405,0.185213392808066,2.38941219666391
gopiresdorio,go,52.0,-48.3887019167569,-17.2718397115497,0.0912977531287424,2.14856206155695
goplanaltina,go,52.0,-47.7514098209303,-15.2829808228258,0.213616393021368,2.54043922507841
gopontalina,go,52.0,-49.5373073097904,-17.5299088355708,0.121564514539784,2.26788930509447
goporangatu,go,52.0,-49.2305835281379,-13.2923520071242,0.402168930265759,4.46489905752046
goporteiro,go,52.0,-50.1475633105849,-17.90050583428,0.0513693455333168,1.33106528452697
goportelndia,go,52.0,-52.7022080497619,-17.3499741255369,0.0469896218249346,1.24675841665374
goposse,go,52.0,-46.4408676922023,-14.2358550914542,0.163015977245266,2.31000762682982
goprofessorjamil,go,52.0,-49.2458726514758,-17.2724367957796,0.0294225585889762,1.19057681140657
goquirinpolis,go,52.0,-50.5288549725892,-18.4369215075636,0.323913635047802,3.62138465659157
gorialma,go,52.0,-49.5323418581485,-15.3398849088549,0.0226470362099462,0.92044034136473
gorianpolis,go,52.0,-49.4396414101076,-15.471838209873,0.0134362156732664,0.646856768265953
gorioquente,go,52.0,-48.7809810862012,-17.8242446072147,0.0219794912259204,0.800378465388924
gorioverde,go,52.0,-51.0380746094617,-17.7389272358941,0.7142290180239,6.87916003074196
gorubiataba,go,52.0,-49.8763376379613,-15.1806079214156,0.0629865165748811,1.37318686319423
gosanclerlndia,go,52.0,-50.3715484054688,-16.2818497648704,0.0420170854123967,1.58744737791297
gosantabrbaradegois,go,52.0,-49.6793299941152,-16.5959158110737,0.0117867102723039,0.529874200470095
gosantacruzdegois,go,52.0,-48.5924297918106,-17.3599512535648,0.0942849072870899,1.44788029290627
gosantafdegois,go,52.0,-51.1706403302942,-15.6676752235337,0.0977294451839725,1.93780881891794
gosantahelenadegois,go,52.0,-50.577284467668,-17.8000496006998,0.0963691134477358,1.77849954541205
gosantaisabel,go,52.0,-49.3895561453824,-15.2503574380699,0.0678981985059863,1.69831497008473
gosantaritadoaraguaia,go,52.0,-53.0690085018097,-17.2444432325106,0.115897214458869,2.9304432031616
gosantaritadonovodestino,go,52.0,-49.0558580601449,-14.8760640253282,0.0804460989874087,2.26086632784004
gosantarosadegois,go,52.0,-49.4830933558855,-16.0609056613654,0.0143639185347979,0.594108312019702
gosantaterezadegois,go,52.0,-48.9817099045761,-13.5718710436241,0.0663600694546176,1.44046584817345
gosantaterezinhadegois,go,52.0,-49.6721194375613,-14.3222135751439,0.100666943298563,2.92834349510009
gosantoantniodabarra,go,52.0,-50.6301985300158,-17.5247177018676,0.0384570265271122,1.00338405040942
gosantoantniodegois,go,52.0,-49.293709306631,-16.4763929349182,0.0112301232886693,0.527809608106761
gosantoantniododescoberto,go,52.0,-48.2830511687848,-16.0854340252821,0.0791654258875951,1.62814169560725
gosenadorcanedo,go,52.0,-49.1075506079091,-16.7043006664956,0.0208782464746378,0.845364096837801
goserranpolis,go,52.0,-52.2114312990546,-18.2241041211241,0.472362399686631,4.09941187272292
gosilvnia,go,52.0,-48.5575510687282,-16.6064693032866,0.198621578634061,3.438024554001
gosimolndia,go,52.0,-46.5826939417144,-14.4319852959517,0.0291346860605017,1.03087886195053
gosodomingos,go,52.0,-46.48655974297,-13.5364760979076,0.27497959766265,3.84525870048843
gosofranciscodegois,go,52.0,-49.2556198658202,-15.9508205701097,0.0350286969481317,0.93793391937982
gosojoodaliana,go,52.0,-47.4225148880596,-14.4852410456633,0.278999100380418,4.12408432006323
gosojoodaparana,go,52.0,-50.3721483023328,-16.8178322702463,0.024364271257582,0.747945889887888
gosolusdemontesbelos,go,52.0,-50.3741688248911,-16.4546201929018,0.0698693188086281,1.52317441128673
gosoluzdonorte,go,52.0,-49.2758842602722,-14.9157399841033,0.0492184994844251,1.17798186015085
gosomigueldoaraguaia,go,52.0,-50.2486914600683,-13.1451917769506,0.512307889551664,4.43473897868922
gosomigueldopassaquatro,go,52.0,-48.6672201103592,-16.9892006409381,0.0455311276537032,1.10374461523124
gosopatrcio,go,52.0,-49.8270645534397,-15.3665446945541,0.0145240562553681,0.638388467376038
gososimo,go,52.0,-50.5904837192925,-19.0098066004786,0.0354334755175501,0.854881425624197
gostiodabadia,go,52.0,-46.2695411036513,-14.7514312275343,0.134102519045598,2.64747938090487
gotaquaraldegois,go,52.0,-49.5943893475145,-16.0463134073868,0.0170429150371092,0.648033787082095
goteresinadegois,go,52.0,-47.2371948169743,-13.6818951667665,0.0647858755684183,1.5725500804992
goterezpolisdegois,go,52.0,-49.073990707434,-16.442464602901,0.0090880083932916,0.546545993515008
gotrindade,go,52.0,-49.5443328779456,-16.6381601085793,0.0605100579978739,1.5043704262189
gotrombas,go,52.0,-48.7538606490475,-13.4208270587943,0.0666090812048878,1.69639173740729
gotrsranchos,go,52.0,-47.7819761110379,-18.343750171029,0.0241857268113677,0.97214161307232
goturvelndia,go,52.0,-50.3122358277762,-17.7541440111369,0.0797081019019856,2.05191045997605
goturvnia,go,52.0,-50.1313617002104,-16.5768517837939,0.0406377026242239,0.940531216592114
gouirapuru,go,52.0,-49.965706395052,-14.1492618549318,0.0967069192869872,2.06813853766961
gouruana,go,52.0,-49.6429743644577,-15.5776891492858,0.0440666680827349,1.40477370002227
gouruau,go,52.0,-49.0899907164467,-14.419009427387,0.179250034327538,3.34383360143118
gouruta,go,52.0,-48.1957321435666,-17.4356564898823,0.0533215630198356,1.1579582413466
govalparasodegois,go,52.0,-47.9890465267761,-16.0851851734796,0.0050628137574904,0.311706492839445
govarjo,go,52.0,-49.6109083736066,-17.0777558680439,0.0440310457223632,1.31856945864362
govianpolis,go,52.0,-48.4414648831397,-16.8125183387358,0.0808339765611663,1.49250293055816
govicentinpolis,go,52.0,-49.872132460474,-17.724391479667,0.062910206721142,1.62975246374054
govilaboa,go,52.0,-47.0623541077566,-14.9929900038731,0.0892085119474473,2.14602644194864
govilapropcio,go,52.0,-48.8141946822879,-15.2688318562526,0.183459803974415,2.72057298499596
msguaclara,ms,50.0,-52.9905111401799,-19.7818397510027,0.951005292441891,5.97919282343125
msalcinpolis,ms,50.0,-53.7488334356498,-18.2087302933068,0.375607788570676,3.81928915943415
msamambai,ms,50.0,-54.9672659379508,-23.1573219310472,0.370433607705877,3.17194200657472
msanastcio,ms,50.0,-55.7606318092023,-20.7066641982825,0.255890232516094,3.08522870571412
msanaurilndia,ms,50.0,-52.807706767339,-22.1111489493806,0.297063689504171,2.30277780492679
msanglica,ms,50.0,-53.8648855093927,-22.0619238959345,0.111487141733392,1.75127612175223
msantniojoo,ms,50.0,-55.968511879119,-22.2051562876939,0.100200673462041,2.3179931619906
msaparecidadotaboado,ms,50.0,-51.2901933492632,-20.0756567625275,0.237695504171313,2.08918887812823
msaquidauana,ms,50.0,-55.8628866391499,-19.7552669386076,1.4619437818119,9.04339142339975
msaralmoreira,ms,50.0,-55.4494896434922,-22.9071818259657,0.145802151433259,2.41173594626482
msbandeirantes,ms,50.0,-54.2846231883677,-19.8048119149665,0.268672713632441,2.83610478782667
msbataguassu,ms,50.0,-52.570155570542,-21.8077395678521,0.211135058790774,2.63129689717757
msbataypor,ms,50.0,-53.1769986266111,-22.3901505877027,0.160446211171006,2.02433260884599
msbelavista,ms,50.0,-56.5364921873777,-21.9367085917801,0.428203478762157,5.0143832850833
msbodoquena,ms,50.0,-56.6921048412821,-20.5528973508265,0.217197999887276,2.97394016386076
msbonito,ms,50.0,-56.4596826374001,-21.0074758111669,0.428763601556511,4.18240895097322
msbrasilndia,ms,50.0,-52.4338002062459,-21.07512744273,0.504702452456286,3.69077235305451
mscaarap,ms,50.0,-54.8042482084121,-22.5871766321831,0.183511546011346,2.38873648726795
mscamapu,ms,50.0,-53.868674408462,-19.3408246449241,0.536029612696325,4.96993681076711
mscampogrande,ms,50.0,-54.2492495438553,-20.9126511834071,0.702835712407023,5.87447571642771
mscaracol,ms,50.0,-57.0888992253863,-21.9401017844161,0.256856490737846,3.32757197453552
mscassilndia,ms,50.0,-52.1798383983625,-19.0940642992579,0.313355127220689,3.88743919332749
mschapadodosul,ms,50.0,-52.7371025260145,-18.9841703161973,0.330117217879547,3.57058257397008
mscorguinho,ms,50.0,-55.0571150082154,-19.8061160422923,0.227629692649998,3.09129449351061
mscoronelsapucaia,ms,50.0,-55.383053719313,-23.3472200463764,0.0908293324126817,1.57302390771641
mscorumb,ms,50.0,-56.7232247061598,-18.7306624367029,5.56526945593703,16.9362433213837
mscostarica,ms,50.0,-53.1968101409442,-18.6393807680405,0.46002062068834,4.81204916932676
mscoxim,ms,50.0,-54.6742778218261,-18.2800774200774,0.547767338143899,5.26281691761894
msdeodpolis,ms,50.0,-54.1508631641644,-22.1560423703141,0.0727581643621988,1.38916220823658
msdoisirmosdoburiti,ms,50.0,-55.3649685140154,-20.6143275748186,0.203027545181499,3.04844749633774
msdouradina,ms,50.0,-54.5871840918978,-22.0133788263676,0.0246269383670779,0.711284264214532
msdourados,ms,50.0,-54.8379171021168,-22.1448654718951,0.357715235557862,4.83912799496923
mseldorado,ms,50.0,-54.2244448232398,-23.7370772293169,0.090117250756748,1.31193954523257
msfigueiro,ms,50.0,-53.8624018339861,-18.7439105306648,0.418177224575174,3.3666535763983
msftimadosul,ms,50.0,-54.4390801886343,-22.3376276586507,0.0276170012685952,1.15877127080166
msglriadedourados,ms,50.0,-54.191857008401,-22.4272801206017,0.0431642552048288,0.936389406225691
msguialopesdalaguna,ms,50.0,-55.9956995199325,-21.5380002992924,0.105544508685284,3.70531768088705
msiguatemi,ms,50.0,-54.5380239528815,-23.4338209016905,0.260409256510911,2.59181453704878
msinocncia,ms,50.0,-52.0213257458107,-19.656436331212,0.49770910011506,4.14582017259772
msitapor,ms,50.0,-54.8732084537997,-22.001943515582,0.115733022771337,1.63210556240955
msitaquira,ms,50.0,-54.1187803145355,-23.3406540366123,0.182220863291718,2.23646867109327
msivinhema,ms,50.0,-53.7985249173816,-22.3708045420523,0.176276141777066,2.00601011416691
msjapor,ms,50.0,-54.5380467361825,-23.8099291717601,0.0372642233805891,1.10347732476717
